Unidade de Lotação,Processo SEI,Tipo de Processo,Usuários,Atividades,Tipo de Ação,Pontuação,Data Entrega
GR01FI1,53504.127413/2020-08,Fiscalização: Tributário,Bianchi Luca,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Revisão,"0,5",11/11/2020
GR01FI1,53504.127413/2020-08,Fiscalização: Tributário,Bianchi Luca,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,11/11/2020
GR01FI1,53504.127415/2020-44,Fiscalização: Tributário,Rizzo Valentina,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",13/11/2020
GR01FI2,53504.127416/2021-25,Fiscalização: Clandestinidade,Ferrari Giuseppe,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,21/01/2021
GR01FI2,53504.127416/2021-25,Fiscalização: Clandestinidade,Ferrari Giuseppe,TEC_24_1 - Tratar demanda de fiscalização,Análise,"0,5",21/01/2021
GR05FI2,53504.127416/2021-25,Fiscalização: Clandestinidade,ARTHUR DAVID,TEC_01_1_50%,Análise,1,10/02/2021
GR05FI2,53504.127416/2021-25,Fiscalização: Clandestinidade,Gianni Pellegrino,TEC_01_1_50%,Análise,1,11/02/2021
GR05FI2,53504.127416/2021-25,Fiscalização: Clandestinidade,Gianni Pellegrino,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Análise,"2,5",30/03/2021
GR01FI1,53504.127421/2020-79,Fiscalização: Tributário,Bianchi Luca,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Revisão,"0,5",19/01/2021
GR01FI1,53504.127421/2020-79,Fiscalização: Tributário,Galli Silvia,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Análise,6,14/01/2021
GR01FI1,53504.127423/2020-91,Fiscalização: Tributário,Galli Silvia,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Análise,6,09/03/2021
GR01FI1,53504.127423/2020-91,Fiscalização: Tributário,Galli Silvia,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",09/03/2021
GR01FI1,53504.127423/2020-91,Fiscalização: Tributário,Bianchi Luca,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Revisão,"0,5",24/03/2021
GR01FI1,53504.127423/2020-91,Fiscalização: Tributário,Bianchi Luca,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,24/03/2021
GR01FI1,53504.127427/2020-35,Fiscalização: Tributário,Rizzo Valentina,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",13/11/2020
GR01FI1,53504.127428/2020-12,Fiscalização: Tributário,Bianchi Luca,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Revisão,"0,5",30/11/2020
GR01FI1,53504.127428/2020-12,Fiscalização: Tributário,Bianchi Luca,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,30/11/2020
GR01FI1,53504.127428/2020-12,Fiscalização: Tributário,Santoro Giulia,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Análise,6,27/11/2020
GR01FI1,53504.127428/2020-12,Fiscalização: Tributário,Santoro Giulia,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",27/11/2020
GR01FI1,53504.127432/2020-59,Fiscalização: Tributário,Bianchi Luca,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Revisão,"0,5",08/01/2021
GR01FI1,53504.127432/2020-59,Fiscalização: Tributário,Bianchi Luca,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,08/01/2021
GR01FI1,53504.127432/2020-59,Fiscalização: Tributário,Lombardi Matteo,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Análise,6,05/01/2021
GR01FI1,53504.127432/2020-59,Fiscalização: Tributário,Lombardi Matteo,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",05/01/2021
GR01FI1,53504.127436/2020-48,Fiscalização: Tributário,Gallo Sara,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Análise,6,23/11/2020
GR01FI1,53504.127436/2020-48,Fiscalização: Tributário,Gallo Sara,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",23/11/2020
GR01FI1,53504.127436/2020-48,Fiscalização: Tributário,Bianchi Luca,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Revisão,"0,5",25/11/2020
GR01FI1,53504.127436/2020-48,Fiscalização: Tributário,Bianchi Luca,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,25/11/2020
GR01FI1,53504.127440/2020-92,Fiscalização: Tributário,Caruso Chiara,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Análise,6,05/02/2021
GR01FI1,53504.127440/2020-92,Fiscalização: Tributário,Caruso Chiara,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",05/02/2021
GR01FI1,53504.127440/2020-92,Fiscalização: Tributário,Bianchi Luca,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Revisão,"0,5",05/02/2021
GR01FI1,53504.127440/2020-92,Fiscalização: Tributário,Bianchi Luca,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,05/02/2021
GR01FI1,53504.127444/2020-37,Fiscalização: Tributário,Santoro Giulia,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Análise,6,28/12/2020
GR01FI1,53504.127444/2020-37,Fiscalização: Tributário,Santoro Giulia,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",28/12/2020
GR01FI1,53504.127444/2020-37,Fiscalização: Tributário,Bianchi Luca,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Revisão,"0,5",31/12/2020
GR01FI1,53504.127444/2020-37,Fiscalização: Tributário,Bianchi Luca,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,31/12/2020
GR01FI1,53504.127448/2020-26,Fiscalização: Tributário,Bianchi Luca,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Revisão,"0,5",22/11/2020
GR01FI1,53504.127448/2020-26,Fiscalização: Tributário,Bianchi Luca,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,22/11/2020
GR01FI1,53504.127448/2020-26,Fiscalização: Tributário,Lombardi Matteo,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Análise,6,17/11/2020
GR01FI1,53504.127448/2020-26,Fiscalização: Tributário,Lombardi Matteo,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",17/11/2020
GR01FI2,53504.127452/2021-75,Fiscalização: Clandestinidade,Ferrari Giuseppe,TEC_20_1 - Analisar admissibilidade de denúncia,Análise,"0,5",21/01/2021
GR01FI2,53504.127452/2021-75,Fiscalização: Clandestinidade,Ferrari Giuseppe,TEC_24_1 - Tratar demanda de fiscalização,Análise,"0,5",21/01/2021
GR01FI1,53504.127454/2020-17,Fiscalização: Tributário,Gallo Sara,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Análise,6,09/11/2020
GR01FI1,53504.127454/2020-17,Fiscalização: Tributário,Gallo Sara,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",09/11/2020
GR01FI1,53504.127454/2020-17,Fiscalização: Tributário,Bianchi Luca,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Revisão,"0,5",25/11/2020
GR01FI1,53504.127454/2020-17,Fiscalização: Tributário,Bianchi Luca,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,25/11/2020
GR01FI1,53504.127458/2020-20,Fiscalização: Tributário,Bianchi Luca,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Revisão,"0,5",23/03/2021
GR01FI1,53504.127458/2020-20,Fiscalização: Tributário,Bianchi Luca,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,23/03/2021
GR01FI1,53504.127458/2020-20,Fiscalização: Tributário,Martini Mario,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Análise,6,15/03/2021
GR01FI1,53504.127458/2020-20,Fiscalização: Tributário,Martini Mario,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",15/03/2021
GR01FI2,53504.127462/2021-08,Fiscalização: Clandestinidade,Ferrari Giuseppe,TEC_04_1 - Preparar ações específicas ou centralizada,Análise,"11,5",27/01/2021
GR01FI2,53504.127462/2021-08,Fiscalização: Clandestinidade,Ferrari Giuseppe,TEC_24_1 - Tratar demanda de fiscalização,Análise,"0,5",27/01/2021
GR01FI1,53504.127464/2020-16,Fiscalização: Tributário,Caruso Chiara,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Análise,6,05/02/2021
GR01FI1,53504.127464/2020-16,Fiscalização: Tributário,Caruso Chiara,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",05/02/2021
GR01FI1,53504.127464/2020-16,Fiscalização: Tributário,Bianchi Luca,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Revisão,"0,5",08/02/2021
GR01FI1,53504.127464/2020-16,Fiscalização: Tributário,Bianchi Luca,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,08/02/2021
GR01FI1,53504.127468/2020-96,Fiscalização: Tributário,Galli Silvia,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Análise,6,31/12/2020
GR01FI1,53504.127468/2020-96,Fiscalização: Tributário,Galli Silvia,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",31/12/2020
GR01FI1,53504.127468/2020-96,Fiscalização: Tributário,Bianchi Luca,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Revisão,"0,5",31/12/2020
GR01FI1,53504.127468/2020-96,Fiscalização: Tributário,Bianchi Luca,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,31/12/2020
GR01FI1,53504.127472/2020-65,Fiscalização: Tributário,Conti Paolo,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",15/12/2020
GR01FI1,53504.127472/2020-65,Fiscalização: Tributário,Conti Paolo,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",15/12/2020
GR01FI1,53504.127472/2020-65,Fiscalização: Tributário,Conti Paolo,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Análise,0,15/12/2020
GR01FI1,53504.127472/2020-65,Fiscalização: Tributário,Bianchi Luca,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Revisão,"0,5",31/12/2020
GR01FI1,53504.127472/2020-65,Fiscalização: Tributário,Bianchi Luca,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,31/12/2020
GR01FI1,53504.127472/2020-65,Fiscalização: Tributário,Bianchi Luca,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,31/12/2020
GR01FI1,53504.127478/2020-43,Fiscalização: Tributário,Bianchi Luca,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Revisão,"0,5",08/02/2021
GR01FI1,53504.127478/2020-43,Fiscalização: Tributário,Bianchi Luca,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,08/02/2021
GR01FI1,53504.127478/2020-43,Fiscalização: Tributário,Caruso Chiara,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Análise,6,05/02/2021
GR01FI1,53504.127478/2020-43,Fiscalização: Tributário,Caruso Chiara,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",05/02/2021
GR01FI1,53504.127482/2020-32,Fiscalização: Tributário,Conti Paolo,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Análise,6,09/12/2020
GR01FI1,53504.127482/2020-32,Fiscalização: Tributário,Conti Paolo,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",09/12/2020
GR01FI1,53504.127482/2020-32,Fiscalização: Tributário,Bianchi Luca,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Revisão,"0,5",30/12/2020
GR01FI1,53504.127482/2020-32,Fiscalização: Tributário,Bianchi Luca,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,30/12/2020
GR01FI1,53504.127486/2020-87,Fiscalização: Tributário,Gallo Sara,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Análise,6,23/11/2020
GR01FI1,53504.127486/2020-87,Fiscalização: Tributário,Gallo Sara,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",23/11/2020
GR01FI1,53504.127486/2020-87,Fiscalização: Tributário,Bianchi Luca,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Revisão,"0,5",25/11/2020
GR01FI1,53504.127486/2020-87,Fiscalização: Tributário,Bianchi Luca,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,25/11/2020
GR01FI3,53504.127490/2021-68,Fiscalização Regulatória: Fiscalização e Controle,Lucca Mason,TEC_20_3 - Analisar admissibilidade de denúncia,Análise,3,26/01/2021
GR01FI1,53504.127491/2020-21,Fiscalização: Tributário,Bianchi Luca,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Revisão,"0,5",05/02/2021
GR01FI1,53504.127491/2020-21,Fiscalização: Tributário,Bianchi Luca,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,05/02/2021
GR01FI1,53504.127491/2020-21,Fiscalização: Tributário,Martini Mario,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Análise,6,05/02/2021
GR01FI1,53504.127491/2020-21,Fiscalização: Tributário,Martini Mario,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",05/02/2021
GR01FI1,53504.127495/2020-36,Fiscalização: Tributário,Bianchi Luca,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Revisão,"0,5",12/11/2020
GR01FI1,53504.127495/2020-36,Fiscalização: Tributário,Bianchi Luca,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,12/11/2020
GR01FI1,53504.127497/2020-25,Fiscalização: Tributário,Galli Silvia,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Análise,6,31/12/2020
GR01FI1,53504.127497/2020-25,Fiscalização: Tributário,Galli Silvia,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",31/12/2020
GR01FI1,53504.127497/2020-25,Fiscalização: Tributário,Bianchi Luca,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Revisão,"0,5",31/12/2020
GR01FI1,53504.127497/2020-25,Fiscalização: Tributário,Bianchi Luca,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,31/12/2020
GR01FI3,53504.127501/2021-40,PADO: Não Outorgado - Serviço e Radiofrequência,Lucca Mason,TEC_20_3 - Analisar admissibilidade de denúncia,Análise,3,26/01/2021
UO031FI,53504.127501/2021-40,PADO: Não Outorgado - Serviço e Radiofrequência,MUHAMMAD ROMAN,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Revisão,1,24/03/2021
UO031FI,53504.127501/2021-40,PADO: Não Outorgado - Serviço e Radiofrequência,MUHAMMAD ROMAN,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Revisão,0,24/03/2021
UO031FI,53504.127501/2021-40,PADO: Não Outorgado - Serviço e Radiofrequência,ADAM JACKSON,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Análise,"7,5",19/03/2021
UO031FI,53504.127501/2021-40,PADO: Não Outorgado - Serviço e Radiofrequência,ADAM JACKSON,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Análise,"2,5",19/03/2021
GR01FI1,53504.127506/2020-58,Fiscalização: Tributário,Lombardi Matteo,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Análise,6,27/11/2020
GR01FI1,53504.127506/2020-58,Fiscalização: Tributário,Lombardi Matteo,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",27/11/2020
GR01FI1,53504.127506/2020-58,Fiscalização: Tributário,Bianchi Luca,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Revisão,"0,5",30/11/2020
GR01FI1,53504.127506/2020-58,Fiscalização: Tributário,Bianchi Luca,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,30/11/2020
GR01FI1,53504.127510/2020-01,Fiscalização: Tributário,Caruso Chiara,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Análise,6,05/02/2021
GR01FI1,53504.127510/2020-01,Fiscalização: Tributário,Caruso Chiara,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",05/02/2021
GR01FI1,53504.127510/2020-01,Fiscalização: Tributário,Bianchi Luca,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Revisão,"0,5",08/02/2021
GR01FI1,53504.127510/2020-01,Fiscalização: Tributário,Bianchi Luca,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,08/02/2021
GR01FI1,53504.127514/2020-99,Fiscalização: Tributário,Bianchi Luca,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Revisão,"0,5",18/02/2021
GR01FI1,53504.127514/2020-99,Fiscalização: Tributário,Bianchi Luca,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,18/02/2021
GR01FI1,53504.127514/2020-99,Fiscalização: Tributário,Galli Silvia,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Análise,6,10/02/2021
GR01FI1,53504.127514/2020-99,Fiscalização: Tributário,Galli Silvia,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",10/02/2021
GR01FI1,53504.127518/2020-88,Fiscalização: Tributário,Bianchi Luca,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Revisão,"0,5",19/11/2020
GR01FI1,53504.127518/2020-88,Fiscalização: Tributário,Bianchi Luca,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,19/11/2020
GR01FI1,53504.127518/2020-88,Fiscalização: Tributário,Martini Mario,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Análise,6,13/11/2020
GR01FI1,53504.127518/2020-88,Fiscalização: Tributário,Martini Mario,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",13/11/2020
GR01FI3,53504.127522/2021-11,Fiscalização Regulatória: Fiscalização e Controle,Marco Rossi,TEC_20_3 - Analisar admissibilidade de denúncia,Análise,3,26/01/2021
GR01FI1,53504.127523/2020-19,Fiscalização: Tributário,Bianchi Luca,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Revisão,"0,5",18/12/2020
GR01FI1,53504.127523/2020-19,Fiscalização: Tributário,Bianchi Luca,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,18/12/2020
GR01FI1,53504.127523/2020-19,Fiscalização: Tributário,Mariani Simone,TRIB_10_2 - Relatar FUNTTEL  (inclusive 0500),Análise,6,17/12/2020
GR01FI1,53504.127523/2020-19,Fiscalização: Tributário,Mariani Simone,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",17/12/2020
GR01FI1,53504.127527/2020-13,Fiscalização: Tributário,Conti Paolo,TRIB_02_1 - Requisição de informações complementares,Análise,"4,5",24/02/2021
GR01FI1,53504.127527/2020-13,Fiscalização: Tributário,Conti Paolo,TRIB_03_1 - Notificação da Fiscalizada,Análise,"0,5",04/03/2021
GR01FI1,53504.127529/2020-11,Fiscalização: Tributário,Lombardi Matteo,TRIB_05_2 - Análise de resposta grupos 1 e 2,Análise,7,26/02/2021
GR01FI1,53504.127529/2020-11,Fiscalização: Tributário,Lombardi Matteo,TRIB_08_2 - Análise de documentação grupo 1 e 2<10%,Análise,"57,5",01/03/2021
GR01FI1,53504.127529/2020-11,Fiscalização: Tributário,Lombardi Matteo,TRIB_10_5 - Relatar grupos 1 e 2,Análise,29,22/03/2021
GR01FI1,53504.127529/2020-11,Fiscalização: Tributário,Bianchi Luca,TRIB_10_5 - Relatar grupos 1 e 2,Revisão,3,24/03/2021
GR01FI1,53504.127529/2020-11,Fiscalização: Tributário,Lombardi Matteo,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",22/03/2021
GR01FI1,53504.127529/2020-11,Fiscalização: Tributário,Bianchi Luca,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,24/03/2021
GR01FI3,53504.127535/2021-93,Fiscalização Regulatória: Fiscalização e Controle,Lucca Mason,TEC_20_3 - Analisar admissibilidade de denúncia,Análise,3,26/01/2021
GR01FI3,53504.127536/2021-38,Fiscalização Regulatória: Fiscalização e Controle,Lucca Mason,TEC_20_3 - Analisar admissibilidade de denúncia,Análise,3,26/01/2021
GR01FI3,53504.127536/2021-38,Fiscalização Regulatória: Fiscalização e Controle,Leone Daniela,TEC_08_3 - Monitorar/gravar remot. espec./conteúdo,Análise,9,19/02/2021
GR01FI3,53504.127536/2021-38,Fiscalização Regulatória: Fiscalização e Controle,Leone Daniela,TEC_13_1 - Elaborar documentação de fiscalização,Análise,4,19/02/2021
GR01FI3,53504.127536/2021-38,Fiscalização Regulatória: Fiscalização e Controle,Leone Daniela,TEC_01_2 - Ana. e obter inform. monitoração,Análise,"3,5",19/02/2021
GR01FI3,53504.127536/2021-38,Fiscalização Regulatória: Fiscalização e Controle,Leone Daniela,TEC_08_1 - Monitorar/gravar remotamente espectro/conteudo,Análise,3,19/02/2021
GR01FI3,53504.127536/2021-38,Fiscalização Regulatória: Fiscalização e Controle,Leone Daniela,TEC_09_3 - Analisar dados/documentação,Análise,"2,5",19/02/2021
GR01FI3,53504.127536/2021-38,Fiscalização Regulatória: Fiscalização e Controle,Leone Daniela,TEC_09_2 - Analisar dados/documentação,Análise,"0,5",19/02/2021
GR01FI3,53504.127536/2021-38,Fiscalização Regulatória: Fiscalização e Controle,Leone Daniela,TEC_13_1 - Elaborar documentação de fiscalização,Análise,4,05/03/2021
GR01FI1,53504.127544/2020-91,Fiscalização: Tributário,Moretti Salvatore,TRIB_05_2 - Análise de resposta grupos 1 e 2,Análise,7,03/02/2021
GR01FI1,53504.127544/2020-91,Fiscalização: Tributário,Moretti Salvatore,TRIB_02_1 - Requisição de informações complementares,Análise,"4,5",25/02/2021
